"","Hair_Black","Hair_Brown","Hair_Red","Hair_Blond","Eye","Sex"
"94","0","0","1","0","Brown","Male"
"95","0","0","1","0","Brown","Male"
"96","0","0","0","1","Brown","Male"
"97","0","0","0","1","Brown","Male"
"98","0","0","0","1","Brown","Male"
"99","1","0","0","0","Blue","Male"
"100","1","0","0","0","Blue","Male"
"101","1","0","0","0","Blue","Male"
"102","1","0","0","0","Blue","Male"
"103","1","0","0","0","Blue","Male"
"104","1","0","0","0","Blue","Male"
"105","1","0","0","0","Blue","Male"
"106","1","0","0","0","Blue","Male"
"107","1","0","0","0","Blue","Male"
"108","1","0","0","0","Blue","Male"
"109","1","0","0","0","Blue","Male"
"110","0","1","0","0","Blue","Male"
"111","0","1","0","0","Blue","Male"
"112","0","1","0","0","Blue","Male"
"113","0","1","0","0","Blue","Male"
"114","0","1","0","0","Blue","Male"
"115","0","1","0","0","Blue","Male"
"116","0","1","0","0","Blue","Male"
"117","0","1","0","0","Blue","Male"
"118","0","1","0","0","Blue","Male"
"119","0","1","0","0","Blue","Male"
"120","0","1","0","0","Blue","Male"
"121","0","1","0","0","Blue","Male"
"122","0","1","0","0","Blue","Male"
"123","0","1","0","0","Blue","Male"
"124","0","1","0","0","Blue","Male"
"125","0","1","0","0","Blue","Male"
"126","0","1","0","0","Blue","Male"
"127","0","1","0","0","Blue","Male"
"128","0","1","0","0","Blue","Male"
"129","0","1","0","0","Blue","Male"
"130","0","1","0","0","Blue","Male"
"131","0","1","0","0","Blue","Male"
"132","0","1","0","0","Blue","Male"
"133","0","1","0","0","Blue","Male"
"134","0","1","0","0","Blue","Male"
"135","0","1","0","0","Blue","Male"
"136","0","1","0","0","Blue","Male"
"137","0","1","0","0","Blue","Male"
"138","0","1","0","0","Blue","Male"
"139","0","1","0","0","Blue","Male"
"140","0","1","0","0","Blue","Male"
"141","0","1","0","0","Blue","Male"
"142","0","1","0","0","Blue","Male"
"143","0","1","0","0","Blue","Male"
"144","0","1","0","0","Blue","Male"
"145","0","1","0","0","Blue","Male"
"146","0","1","0","0","Blue","Male"
"147","0","1","0","0","Blue","Male"
"148","0","1","0","0","Blue","Male"
"149","0","1","0","0","Blue","Male"
"150","0","1","0","0","Blue","Male"
"151","0","1","0","0","Blue","Male"
"152","0","1","0","0","Blue","Male"
"153","0","1","0","0","Blue","Male"
"154","0","1","0","0","Blue","Male"
"155","0","1","0","0","Blue","Male"
"156","0","1","0","0","Blue","Male"
"157","0","1","0","0","Blue","Male"
"158","0","1","0","0","Blue","Male"
"159","0","1","0","0","Blue","Male"
"160","0","0","1","0","Blue","Male"
"161","0","0","1","0","Blue","Male"
"162","0","0","1","0","Blue","Male"
"163","0","0","1","0","Blue","Male"
"164","0","0","1","0","Blue","Male"
"165","0","0","1","0","Blue","Male"
"166","0","0","1","0","Blue","Male"
"167","0","0","1","0","Blue","Male"
"168","0","0","1","0","Blue","Male"
"169","0","0","1","0","Blue","Male"
"170","0","0","0","1","Blue","Male"
"171","0","0","0","1","Blue","Male"
"172","0","0","0","1","Blue","Male"
"173","0","0","0","1","Blue","Male"
"174","0","0","0","1","Blue","Male"
"175","0","0","0","1","Blue","Male"
"176","0","0","0","1","Blue","Male"
"177","0","0","0","1","Blue","Male"
"178","0","0","0","1","Blue","Male"
"179","0","0","0","1","Blue","Male"
"180","0","0","0","1","Blue","Male"
"181","0","0","0","1","Blue","Male"
"182","0","0","0","1","Blue","Male"
"183","0","0","0","1","Blue","Male"
"184","0","0","0","1","Blue","Male"
"185","0","0","0","1","Blue","Male"
"186","0","0","0","1","Blue","Male"
"187","0","0","0","1","Blue","Male"
"188","0","0","0","1","Blue","Male"
"189","0","0","0","1","Blue","Male"
"190","0","0","0","1","Blue","Male"
"191","0","0","0","1","Blue","Male"
"192","0","0","0","1","Blue","Male"
"193","0","0","0","1","Blue","Male"
"194","0","0","0","1","Blue","Male"
"195","0","0","0","1","Blue","Male"
"196","0","0","0","1","Blue","Male"
"197","0","0","0","1","Blue","Male"
"198","0","0","0","1","Blue","Male"
"199","0","0","0","1","Blue","Male"
"200","1","0","0","0","Hazel","Male"
"201","1","0","0","0","Hazel","Male"
"202","1","0","0","0","Hazel","Male"
"203","1","0","0","0","Hazel","Male"
"204","1","0","0","0","Hazel","Male"
"205","1","0","0","0","Hazel","Male"
"206","1","0","0","0","Hazel","Male"
"207","1","0","0","0","Hazel","Male"
"208","1","0","0","0","Hazel","Male"
"209","1","0","0","0","Hazel","Male"
"210","0","1","0","0","Hazel","Male"
"211","0","1","0","0","Hazel","Male"
"212","0","1","0","0","Hazel","Male"
"213","0","1","0","0","Hazel","Male"
"214","0","1","0","0","Hazel","Male"
"215","0","1","0","0","Hazel","Male"
"216","0","1","0","0","Hazel","Male"
"217","0","1","0","0","Hazel","Male"
"218","0","1","0","0","Hazel","Male"
"219","0","1","0","0","Hazel","Male"
"220","0","1","0","0","Hazel","Male"
"221","0","1","0","0","Hazel","Male"
"222","0","1","0","0","Hazel","Male"
"223","0","1","0","0","Hazel","Male"
"224","0","1","0","0","Hazel","Male"
"225","0","1","0","0","Hazel","Male"
"226","0","1","0","0","Hazel","Male"
"227","0","1","0","0","Hazel","Male"
"228","0","1","0","0","Hazel","Male"
"229","0","1","0","0","Hazel","Male"
"230","0","1","0","0","Hazel","Male"
"231","0","1","0","0","Hazel","Male"
"232","0","1","0","0","Hazel","Male"
"233","0","1","0","0","Hazel","Male"
"234","0","1","0","0","Hazel","Male"
"235","0","0","1","0","Hazel","Male"
"236","0","0","1","0","Hazel","Male"
"237","0","0","1","0","Hazel","Male"
"238","0","0","1","0","Hazel","Male"
"239","0","0","1","0","Hazel","Male"
"240","0","0","1","0","Hazel","Male"
"241","0","0","1","0","Hazel","Male"
"242","0","0","0","1","Hazel","Male"
"243","0","0","0","1","Hazel","Male"
"244","0","0","0","1","Hazel","Male"
"245","0","0","0","1","Hazel","Male"
"246","0","0","0","1","Hazel","Male"
"247","1","0","0","0","Green","Male"
"248","1","0","0","0","Green","Male"
"249","1","0","0","0","Green","Male"
"250","0","1","0","0","Green","Male"
"251","0","1","0","0","Green","Male"
"252","0","1","0","0","Green","Male"
"253","0","1","0","0","Green","Male"
"254","0","1","0","0","Green","Male"
"255","0","1","0","0","Green","Male"
"256","0","1","0","0","Green","Male"
"257","0","1","0","0","Green","Male"
"258","0","1","0","0","Green","Male"
"259","0","1","0","0","Green","Male"
"260","0","1","0","0","Green","Male"
"261","0","1","0","0","Green","Male"
"262","0","1","0","0","Green","Male"
"263","0","1","0","0","Green","Male"
"264","0","1","0","0","Green","Male"
"265","0","0","1","0","Green","Male"
"266","0","0","1","0","Green","Male"
"267","0","0","1","0","Green","Male"
"268","0","0","1","0","Green","Male"
"269","0","0","1","0","Green","Male"
"270","0","0","1","0","Green","Male"
"271","0","0","1","0","Green","Male"
"272","0","0","0","1","Green","Male"
"273","0","0","0","1","Green","Male"
"274","0","0","0","1","Green","Male"
"275","0","0","0","1","Green","Male"
"276","0","0","0","1","Green","Male"
"277","0","0","0","1","Green","Male"
"278","0","0","0","1","Green","Male"
"279","0","0","0","1","Green","Male"
"280","1","0","0","0","Brown","Female"
"281","1","0","0","0","Brown","Female"
"282","1","0","0","0","Brown","Female"
"283","1","0","0","0","Brown","Female"
"284","1","0","0","0","Brown","Female"
"285","1","0","0","0","Brown","Female"
"286","1","0","0","0","Brown","Female"
"287","1","0","0","0","Brown","Female"
"288","1","0","0","0","Brown","Female"
"289","1","0","0","0","Brown","Female"
"290","1","0","0","0","Brown","Female"
"291","1","0","0","0","Brown","Female"
"292","1","0","0","0","Brown","Female"
"293","1","0","0","0","Brown","Female"
"294","1","0","0","0","Brown","Female"
"295","1","0","0","0","Brown","Female"
"296","1","0","0","0","Brown","Female"
"297","1","0","0","0","Brown","Female"
"298","1","0","0","0","Brown","Female"
"299","1","0","0","0","Brown","Female"
"300","1","0","0","0","Brown","Female"
"301","1","0","0","0","Brown","Female"
"302","1","0","0","0","Brown","Female"
"303","1","0","0","0","Brown","Female"
"304","1","0","0","0","Brown","Female"
"305","1","0","0","0","Brown","Female"
"306","1","0","0","0","Brown","Female"
"307","1","0","0","0","Brown","Female"
"308","1","0","0","0","Brown","Female"
"309","1","0","0","0","Brown","Female"
"310","1","0","0","0","Brown","Female"
"311","1","0","0","0","Brown","Female"
"312","1","0","0","0","Brown","Female"
"313","1","0","0","0","Brown","Female"
"314","1","0","0","0","Brown","Female"
"315","1","0","0","0","Brown","Female"
"316","0","1","0","0","Brown","Female"
"317","0","1","0","0","Brown","Female"
"318","0","1","0","0","Brown","Female"
"319","0","1","0","0","Brown","Female"
"320","0","1","0","0","Brown","Female"
"321","0","1","0","0","Brown","Female"
"322","0","1","0","0","Brown","Female"
"323","0","1","0","0","Brown","Female"
"324","0","1","0","0","Brown","Female"
"325","0","1","0","0","Brown","Female"
"326","0","1","0","0","Brown","Female"
"327","0","1","0","0","Brown","Female"
"328","0","1","0","0","Brown","Female"
"329","0","1","0","0","Brown","Female"
"330","0","1","0","0","Brown","Female"
"331","0","1","0","0","Brown","Female"
"332","0","1","0","0","Brown","Female"
"333","0","1","0","0","Brown","Female"
"334","0","1","0","0","Brown","Female"
"335","0","1","0","0","Brown","Female"
"336","0","1","0","0","Brown","Female"
"337","0","1","0","0","Brown","Female"
"338","0","1","0","0","Brown","Female"
"339","0","1","0","0","Brown","Female"
"340","0","1","0","0","Brown","Female"
"341","0","1","0","0","Brown","Female"
"342","0","1","0","0","Brown","Female"
"343","0","1","0","0","Brown","Female"
"344","0","1","0","0","Brown","Female"
"345","0","1","0","0","Brown","Female"
"346","0","1","0","0","Brown","Female"
"347","0","1","0","0","Brown","Female"
"348","0","1","0","0","Brown","Female"
"349","0","1","0","0","Brown","Female"
"350","0","1","0","0","Brown","Female"
"351","0","1","0","0","Brown","Female"
"352","0","1","0","0","Brown","Female"
"353","0","1","0","0","Brown","Female"
"354","0","1","0","0","Brown","Female"
"355","0","1","0","0","Brown","Female"
"356","0","1","0","0","Brown","Female"
"357","0","1","0","0","Brown","Female"
"358","0","1","0","0","Brown","Female"
"359","0","1","0","0","Brown","Female"
"360","0","1","0","0","Brown","Female"
"361","0","1","0","0","Brown","Female"
"362","0","1","0","0","Brown","Female"
"363","0","1","0","0","Brown","Female"
"364","0","1","0","0","Brown","Female"
"365","0","1","0","0","Brown","Female"
"366","0","1","0","0","Brown","Female"
"367","0","1","0","0","Brown","Female"
"368","0","1","0","0","Brown","Female"
"369","0","1","0","0","Brown","Female"
"370","0","1","0","0","Brown","Female"
"371","0","1","0","0","Brown","Female"
"372","0","1","0","0","Brown","Female"
"373","0","1","0","0","Brown","Female"
"374","0","1","0","0","Brown","Female"
"375","0","1","0","0","Brown","Female"
"376","0","1","0","0","Brown","Female"
"377","0","1","0","0","Brown","Female"
"378","0","1","0","0","Brown","Female"
"379","0","1","0","0","Brown","Female"
"380","0","1","0","0","Brown","Female"
"381","0","1","0","0","Brown","Female"
"382","0","0","1","0","Brown","Female"
"383","0","0","1","0","Brown","Female"
"384","0","0","1","0","Brown","Female"
"385","0","0","1","0","Brown","Female"
"386","0","0","1","0","Brown","Female"
"387","0","0","1","0","Brown","Female"
"388","0","0","1","0","Brown","Female"
"389","0","0","1","0","Brown","Female"
"390","0","0","1","0","Brown","Female"
"391","0","0","1","0","Brown","Female"
"392","0","0","1","0","Brown","Female"
"393","0","0","1","0","Brown","Female"
"394","0","0","1","0","Brown","Female"
"395","0","0","1","0","Brown","Female"
"396","0","0","1","0","Brown","Female"
"397","0","0","1","0","Brown","Female"
"398","0","0","0","1","Brown","Female"
"399","0","0","0","1","Brown","Female"
"400","0","0","0","1","Brown","Female"
"401","0","0","0","1","Brown","Female"
"402","1","0","0","0","Blue","Female"
"403","1","0","0","0","Blue","Female"
"404","1","0","0","0","Blue","Female"
"405","1","0","0","0","Blue","Female"
"406","1","0","0","0","Blue","Female"
"407","1","0","0","0","Blue","Female"
"408","1","0","0","0","Blue","Female"
"409","1","0","0","0","Blue","Female"
"410","1","0","0","0","Blue","Female"
"411","0","1","0","0","Blue","Female"
"412","0","1","0","0","Blue","Female"
"413","0","1","0","0","Blue","Female"
"414","0","1","0","0","Blue","Female"
"415","0","1","0","0","Blue","Female"
"416","0","1","0","0","Blue","Female"
"417","0","1","0","0","Blue","Female"
"418","0","1","0","0","Blue","Female"
"419","0","1","0","0","Blue","Female"
"420","0","1","0","0","Blue","Female"
"421","0","1","0","0","Blue","Female"
"422","0","1","0","0","Blue","Female"
"423","0","1","0","0","Blue","Female"
"424","0","1","0","0","Blue","Female"
"425","0","1","0","0","Blue","Female"
"426","0","1","0","0","Blue","Female"
"427","0","1","0","0","Blue","Female"
"428","0","1","0","0","Blue","Female"
"429","0","1","0","0","Blue","Female"
"430","0","1","0","0","Blue","Female"
"431","0","1","0","0","Blue","Female"
"432","0","1","0","0","Blue","Female"
"433","0","1","0","0","Blue","Female"
"434","0","1","0","0","Blue","Female"
"435","0","1","0","0","Blue","Female"
"436","0","1","0","0","Blue","Female"
"437","0","1","0","0","Blue","Female"
"438","0","1","0","0","Blue","Female"
"439","0","1","0","0","Blue","Female"
"440","0","1","0","0","Blue","Female"
"441","0","1","0","0","Blue","Female"
"442","0","1","0","0","Blue","Female"
"443","0","1","0","0","Blue","Female"
"444","0","1","0","0","Blue","Female"
"445","0","0","1","0","Blue","Female"
"446","0","0","1","0","Blue","Female"
"447","0","0","1","0","Blue","Female"
"448","0","0","1","0","Blue","Female"
"449","0","0","1","0","Blue","Female"
"450","0","0","1","0","Blue","Female"
"451","0","0","1","0","Blue","Female"
"452","0","0","0","1","Blue","Female"
"453","0","0","0","1","Blue","Female"
"454","0","0","0","1","Blue","Female"
"455","0","0","0","1","Blue","Female"
"456","0","0","0","1","Blue","Female"
"457","0","0","0","1","Blue","Female"
"458","0","0","0","1","Blue","Female"
"459","0","0","0","1","Blue","Female"
"460","0","0","0","1","Blue","Female"
"461","0","0","0","1","Blue","Female"
"462","0","0","0","1","Blue","Female"
"463","0","0","0","1","Blue","Female"
"464","0","0","0","1","Blue","Female"
"465","0","0","0","1","Blue","Female"
"466","0","0","0","1","Blue","Female"
"467","0","0","0","1","Blue","Female"
"468","0","0","0","1","Blue","Female"
"469","0","0","0","1","Blue","Female"
"470","0","0","0","1","Blue","Female"
"471","0","0","0","1","Blue","Female"
"472","0","0","0","1","Blue","Female"
"473","0","0","0","1","Blue","Female"
"474","0","0","0","1","Blue","Female"
"475","0","0","0","1","Blue","Female"
"476","0","0","0","1","Blue","Female"
"477","0","0","0","1","Blue","Female"
"478","0","0","0","1","Blue","Female"
"479","0","0","0","1","Blue","Female"
"480","0","0","0","1","Blue","Female"
"481","0","0","0","1","Blue","Female"
"482","0","0","0","1","Blue","Female"
"483","0","0","0","1","Blue","Female"
"484","0","0","0","1","Blue","Female"
"485","0","0","0","1","Blue","Female"
"486","0","0","0","1","Blue","Female"
"487","0","0","0","1","Blue","Female"
"488","0","0","0","1","Blue","Female"
"489","0","0","0","1","Blue","Female"
"490","0","0","0","1","Blue","Female"
"491","0","0","0","1","Blue","Female"
"492","0","0","0","1","Blue","Female"
"493","0","0","0","1","Blue","Female"
"494","0","0","0","1","Blue","Female"
"495","0","0","0","1","Blue","Female"
"496","0","0","0","1","Blue","Female"
"497","0","0","0","1","Blue","Female"
"498","0","0","0","1","Blue","Female"
"499","0","0","0","1","Blue","Female"
"500","0","0","0","1","Blue","Female"
"501","0","0","0","1","Blue","Female"
"502","0","0","0","1","Blue","Female"
"503","0","0","0","1","Blue","Female"
"504","0","0","0","1","Blue","Female"
"505","0","0","0","1","Blue","Female"
"506","0","0","0","1","Blue","Female"
"507","0","0","0","1","Blue","Female"
"508","0","0","0","1","Blue","Female"
"509","0","0","0","1","Blue","Female"
"510","0","0","0","1","Blue","Female"
"511","0","0","0","1","Blue","Female"
"512","0","0","0","1","Blue","Female"
"513","0","0","0","1","Blue","Female"
"514","0","0","0","1","Blue","Female"
"515","0","0","0","1","Blue","Female"
"516","1","0","0","0","Hazel","Female"
"517","1","0","0","0","Hazel","Female"
"518","1","0","0","0","Hazel","Female"
"519","1","0","0","0","Hazel","Female"
"520","1","0","0","0","Hazel","Female"
"521","0","1","0","0","Hazel","Female"
"522","0","1","0","0","Hazel","Female"
"523","0","1","0","0","Hazel","Female"
"524","0","1","0","0","Hazel","Female"
"525","0","1","0","0","Hazel","Female"
"526","0","1","0","0","Hazel","Female"
"527","0","1","0","0","Hazel","Female"
"528","0","1","0","0","Hazel","Female"
"529","0","1","0","0","Hazel","Female"
"530","0","1","0","0","Hazel","Female"
"531","0","1","0","0","Hazel","Female"
"532","0","1","0","0","Hazel","Female"
"533","0","1","0","0","Hazel","Female"
"534","0","1","0","0","Hazel","Female"
"535","0","1","0","0","Hazel","Female"
"536","0","1","0","0","Hazel","Female"
"537","0","1","0","0","Hazel","Female"
"538","0","1","0","0","Hazel","Female"
"539","0","1","0","0","Hazel","Female"
"540","0","1","0","0","Hazel","Female"
"541","0","1","0","0","Hazel","Female"
"542","0","1","0","0","Hazel","Female"
"543","0","1","0","0","Hazel","Female"
"544","0","1","0","0","Hazel","Female"
"545","0","1","0","0","Hazel","Female"
"546","0","1","0","0","Hazel","Female"
"547","0","1","0","0","Hazel","Female"
"548","0","1","0","0","Hazel","Female"
"549","0","1","0","0","Hazel","Female"
"550","0","0","1","0","Hazel","Female"
"551","0","0","1","0","Hazel","Female"
"552","0","0","1","0","Hazel","Female"
"553","0","0","1","0","Hazel","Female"
"554","0","0","1","0","Hazel","Female"
"555","0","0","1","0","Hazel","Female"
"556","0","0","1","0","Hazel","Female"
"557","0","0","0","1","Hazel","Female"
"558","0","0","0","1","Hazel","Female"
"559","0","0","0","1","Hazel","Female"
"560","0","0","0","1","Hazel","Female"
"561","0","0","0","1","Hazel","Female"
"562","1","0","0","0","Green","Female"
"563","1","0","0","0","Green","Female"
"564","0","1","0","0","Green","Female"
"565","0","1","0","0","Green","Female"
"566","0","1","0","0","Green","Female"
"567","0","1","0","0","Green","Female"
"568","0","1","0","0","Green","Female"
"569","0","1","0","0","Green","Female"
"570","0","1","0","0","Green","Female"
"571","0","1","0","0","Green","Female"
"572","0","1","0","0","Green","Female"
"573","0","1","0","0","Green","Female"
"574","0","1","0","0","Green","Female"
"575","0","1","0","0","Green","Female"
"576","0","1","0","0","Green","Female"
"577","0","1","0","0","Green","Female"
"578","0","0","1","0","Green","Female"
"579","0","0","1","0","Green","Female"
"580","0","0","1","0","Green","Female"
"581","0","0","1","0","Green","Female"
"582","0","0","1","0","Green","Female"
"583","0","0","1","0","Green","Female"
"584","0","0","1","0","Green","Female"
"585","0","0","0","1","Green","Female"
"586","0","0","0","1","Green","Female"
"587","0","0","0","1","Green","Female"
"588","0","0","0","1","Green","Female"
"589","0","0","0","1","Green","Female"
"590","0","0","0","1","Green","Female"
"591","0","0","0","1","Green","Female"
"592","0","0","0","1","Green","Female"
