"","Hair_Black","Hair_Brown","Hair_Red","Hair_Blond","Eye_Brown","Eye_Blue","Eye_Hazel","Eye_Green","Sex_Male","Sex_Female"
"201",1,0,0,0,0,0,1,0,1,0
"202",1,0,0,0,0,0,1,0,1,0
"203",1,0,0,0,0,0,1,0,1,0
"204",1,0,0,0,0,0,1,0,1,0
"205",1,0,0,0,0,0,1,0,1,0
"206",1,0,0,0,0,0,1,0,1,0
"207",1,0,0,0,0,0,1,0,1,0
"208",1,0,0,0,0,0,1,0,1,0
"209",1,0,0,0,0,0,1,0,1,0
"210",0,1,0,0,0,0,1,0,1,0
"211",0,1,0,0,0,0,1,0,1,0
"212",0,1,0,0,0,0,1,0,1,0
"213",0,1,0,0,0,0,1,0,1,0
"214",0,1,0,0,0,0,1,0,1,0
"215",0,1,0,0,0,0,1,0,1,0
"216",0,1,0,0,0,0,1,0,1,0
"217",0,1,0,0,0,0,1,0,1,0
"218",0,1,0,0,0,0,1,0,1,0
"219",0,1,0,0,0,0,1,0,1,0
"220",0,1,0,0,0,0,1,0,1,0
"221",0,1,0,0,0,0,1,0,1,0
"222",0,1,0,0,0,0,1,0,1,0
"223",0,1,0,0,0,0,1,0,1,0
"224",0,1,0,0,0,0,1,0,1,0
"225",0,1,0,0,0,0,1,0,1,0
"226",0,1,0,0,0,0,1,0,1,0
"227",0,1,0,0,0,0,1,0,1,0
"228",0,1,0,0,0,0,1,0,1,0
"229",0,1,0,0,0,0,1,0,1,0
"230",0,1,0,0,0,0,1,0,1,0
"231",0,1,0,0,0,0,1,0,1,0
"232",0,1,0,0,0,0,1,0,1,0
"233",0,1,0,0,0,0,1,0,1,0
"234",0,1,0,0,0,0,1,0,1,0
"235",0,0,1,0,0,0,1,0,1,0
"236",0,0,1,0,0,0,1,0,1,0
"237",0,0,1,0,0,0,1,0,1,0
"238",0,0,1,0,0,0,1,0,1,0
"239",0,0,1,0,0,0,1,0,1,0
"240",0,0,1,0,0,0,1,0,1,0
"241",0,0,1,0,0,0,1,0,1,0
"242",0,0,0,1,0,0,1,0,1,0
"243",0,0,0,1,0,0,1,0,1,0
"244",0,0,0,1,0,0,1,0,1,0
"245",0,0,0,1,0,0,1,0,1,0
"246",0,0,0,1,0,0,1,0,1,0
"247",1,0,0,0,0,0,0,1,1,0
"248",1,0,0,0,0,0,0,1,1,0
"249",1,0,0,0,0,0,0,1,1,0
"250",0,1,0,0,0,0,0,1,1,0
"251",0,1,0,0,0,0,0,1,1,0
"252",0,1,0,0,0,0,0,1,1,0
"253",0,1,0,0,0,0,0,1,1,0
"254",0,1,0,0,0,0,0,1,1,0
"255",0,1,0,0,0,0,0,1,1,0
"256",0,1,0,0,0,0,0,1,1,0
"257",0,1,0,0,0,0,0,1,1,0
"258",0,1,0,0,0,0,0,1,1,0
"259",0,1,0,0,0,0,0,1,1,0
"260",0,1,0,0,0,0,0,1,1,0
"261",0,1,0,0,0,0,0,1,1,0
"262",0,1,0,0,0,0,0,1,1,0
"263",0,1,0,0,0,0,0,1,1,0
"264",0,1,0,0,0,0,0,1,1,0
"265",0,0,1,0,0,0,0,1,1,0
"266",0,0,1,0,0,0,0,1,1,0
"267",0,0,1,0,0,0,0,1,1,0
"268",0,0,1,0,0,0,0,1,1,0
"269",0,0,1,0,0,0,0,1,1,0
"270",0,0,1,0,0,0,0,1,1,0
"271",0,0,1,0,0,0,0,1,1,0
"272",0,0,0,1,0,0,0,1,1,0
"273",0,0,0,1,0,0,0,1,1,0
"274",0,0,0,1,0,0,0,1,1,0
"275",0,0,0,1,0,0,0,1,1,0
"276",0,0,0,1,0,0,0,1,1,0
"277",0,0,0,1,0,0,0,1,1,0
"278",0,0,0,1,0,0,0,1,1,0
"279",0,0,0,1,0,0,0,1,1,0
"280",1,0,0,0,1,0,0,0,0,1
"281",1,0,0,0,1,0,0,0,0,1
"282",1,0,0,0,1,0,0,0,0,1
"283",1,0,0,0,1,0,0,0,0,1
"284",1,0,0,0,1,0,0,0,0,1
"285",1,0,0,0,1,0,0,0,0,1
"286",1,0,0,0,1,0,0,0,0,1
"287",1,0,0,0,1,0,0,0,0,1
"288",1,0,0,0,1,0,0,0,0,1
"289",1,0,0,0,1,0,0,0,0,1
"290",1,0,0,0,1,0,0,0,0,1
"291",1,0,0,0,1,0,0,0,0,1
"292",1,0,0,0,1,0,0,0,0,1
"293",1,0,0,0,1,0,0,0,0,1
"294",1,0,0,0,1,0,0,0,0,1
"295",1,0,0,0,1,0,0,0,0,1
"296",1,0,0,0,1,0,0,0,0,1
"297",1,0,0,0,1,0,0,0,0,1
"298",1,0,0,0,1,0,0,0,0,1
"299",1,0,0,0,1,0,0,0,0,1
"300",1,0,0,0,1,0,0,0,0,1
"301",1,0,0,0,1,0,0,0,0,1
"302",1,0,0,0,1,0,0,0,0,1
"303",1,0,0,0,1,0,0,0,0,1
"304",1,0,0,0,1,0,0,0,0,1
"305",1,0,0,0,1,0,0,0,0,1
"306",1,0,0,0,1,0,0,0,0,1
"307",1,0,0,0,1,0,0,0,0,1
"308",1,0,0,0,1,0,0,0,0,1
"309",1,0,0,0,1,0,0,0,0,1
"310",1,0,0,0,1,0,0,0,0,1
"311",1,0,0,0,1,0,0,0,0,1
"312",1,0,0,0,1,0,0,0,0,1
"313",1,0,0,0,1,0,0,0,0,1
"314",1,0,0,0,1,0,0,0,0,1
"315",1,0,0,0,1,0,0,0,0,1
"316",0,1,0,0,1,0,0,0,0,1
"317",0,1,0,0,1,0,0,0,0,1
"318",0,1,0,0,1,0,0,0,0,1
"319",0,1,0,0,1,0,0,0,0,1
"320",0,1,0,0,1,0,0,0,0,1
"321",0,1,0,0,1,0,0,0,0,1
"322",0,1,0,0,1,0,0,0,0,1
"323",0,1,0,0,1,0,0,0,0,1
"324",0,1,0,0,1,0,0,0,0,1
"325",0,1,0,0,1,0,0,0,0,1
"326",0,1,0,0,1,0,0,0,0,1
"327",0,1,0,0,1,0,0,0,0,1
"328",0,1,0,0,1,0,0,0,0,1
"329",0,1,0,0,1,0,0,0,0,1
"330",0,1,0,0,1,0,0,0,0,1
"331",0,1,0,0,1,0,0,0,0,1
"332",0,1,0,0,1,0,0,0,0,1
"333",0,1,0,0,1,0,0,0,0,1
"334",0,1,0,0,1,0,0,0,0,1
"335",0,1,0,0,1,0,0,0,0,1
"336",0,1,0,0,1,0,0,0,0,1
"337",0,1,0,0,1,0,0,0,0,1
"338",0,1,0,0,1,0,0,0,0,1
"339",0,1,0,0,1,0,0,0,0,1
"340",0,1,0,0,1,0,0,0,0,1
"341",0,1,0,0,1,0,0,0,0,1
"342",0,1,0,0,1,0,0,0,0,1
"343",0,1,0,0,1,0,0,0,0,1
"344",0,1,0,0,1,0,0,0,0,1
"345",0,1,0,0,1,0,0,0,0,1
"346",0,1,0,0,1,0,0,0,0,1
"347",0,1,0,0,1,0,0,0,0,1
"348",0,1,0,0,1,0,0,0,0,1
"349",0,1,0,0,1,0,0,0,0,1
"350",0,1,0,0,1,0,0,0,0,1
"351",0,1,0,0,1,0,0,0,0,1
"352",0,1,0,0,1,0,0,0,0,1
"353",0,1,0,0,1,0,0,0,0,1
"354",0,1,0,0,1,0,0,0,0,1
"355",0,1,0,0,1,0,0,0,0,1
"356",0,1,0,0,1,0,0,0,0,1
"357",0,1,0,0,1,0,0,0,0,1
"358",0,1,0,0,1,0,0,0,0,1
"359",0,1,0,0,1,0,0,0,0,1
"360",0,1,0,0,1,0,0,0,0,1
"361",0,1,0,0,1,0,0,0,0,1
"362",0,1,0,0,1,0,0,0,0,1
"363",0,1,0,0,1,0,0,0,0,1
"364",0,1,0,0,1,0,0,0,0,1
"365",0,1,0,0,1,0,0,0,0,1
"366",0,1,0,0,1,0,0,0,0,1
"367",0,1,0,0,1,0,0,0,0,1
"368",0,1,0,0,1,0,0,0,0,1
"369",0,1,0,0,1,0,0,0,0,1
"370",0,1,0,0,1,0,0,0,0,1
"371",0,1,0,0,1,0,0,0,0,1
"372",0,1,0,0,1,0,0,0,0,1
"373",0,1,0,0,1,0,0,0,0,1
"374",0,1,0,0,1,0,0,0,0,1
"375",0,1,0,0,1,0,0,0,0,1
"376",0,1,0,0,1,0,0,0,0,1
"377",0,1,0,0,1,0,0,0,0,1
"378",0,1,0,0,1,0,0,0,0,1
"379",0,1,0,0,1,0,0,0,0,1
"380",0,1,0,0,1,0,0,0,0,1
"381",0,1,0,0,1,0,0,0,0,1
"382",0,0,1,0,1,0,0,0,0,1
"383",0,0,1,0,1,0,0,0,0,1
"384",0,0,1,0,1,0,0,0,0,1
"385",0,0,1,0,1,0,0,0,0,1
"386",0,0,1,0,1,0,0,0,0,1
"387",0,0,1,0,1,0,0,0,0,1
"388",0,0,1,0,1,0,0,0,0,1
"389",0,0,1,0,1,0,0,0,0,1
"390",0,0,1,0,1,0,0,0,0,1
"391",0,0,1,0,1,0,0,0,0,1
"392",0,0,1,0,1,0,0,0,0,1
"393",0,0,1,0,1,0,0,0,0,1
"394",0,0,1,0,1,0,0,0,0,1
"395",0,0,1,0,1,0,0,0,0,1
"396",0,0,1,0,1,0,0,0,0,1
"397",0,0,1,0,1,0,0,0,0,1
"398",0,0,0,1,1,0,0,0,0,1
"399",0,0,0,1,1,0,0,0,0,1
"400",0,0,0,1,1,0,0,0,0,1
"401",0,0,0,1,1,0,0,0,0,1
"402",1,0,0,0,0,1,0,0,0,1
"403",1,0,0,0,0,1,0,0,0,1
"404",1,0,0,0,0,1,0,0,0,1
"405",1,0,0,0,0,1,0,0,0,1
"406",1,0,0,0,0,1,0,0,0,1
"407",1,0,0,0,0,1,0,0,0,1
"408",1,0,0,0,0,1,0,0,0,1
"409",1,0,0,0,0,1,0,0,0,1
"410",1,0,0,0,0,1,0,0,0,1
"411",0,1,0,0,0,1,0,0,0,1
"412",0,1,0,0,0,1,0,0,0,1
"413",0,1,0,0,0,1,0,0,0,1
"414",0,1,0,0,0,1,0,0,0,1
"415",0,1,0,0,0,1,0,0,0,1
"416",0,1,0,0,0,1,0,0,0,1
"417",0,1,0,0,0,1,0,0,0,1
"418",0,1,0,0,0,1,0,0,0,1
"419",0,1,0,0,0,1,0,0,0,1
"420",0,1,0,0,0,1,0,0,0,1
"421",0,1,0,0,0,1,0,0,0,1
"422",0,1,0,0,0,1,0,0,0,1
"423",0,1,0,0,0,1,0,0,0,1
"424",0,1,0,0,0,1,0,0,0,1
"425",0,1,0,0,0,1,0,0,0,1
"426",0,1,0,0,0,1,0,0,0,1
"427",0,1,0,0,0,1,0,0,0,1
"428",0,1,0,0,0,1,0,0,0,1
"429",0,1,0,0,0,1,0,0,0,1
"430",0,1,0,0,0,1,0,0,0,1
"431",0,1,0,0,0,1,0,0,0,1
"432",0,1,0,0,0,1,0,0,0,1
"433",0,1,0,0,0,1,0,0,0,1
"434",0,1,0,0,0,1,0,0,0,1
"435",0,1,0,0,0,1,0,0,0,1
"436",0,1,0,0,0,1,0,0,0,1
"437",0,1,0,0,0,1,0,0,0,1
"438",0,1,0,0,0,1,0,0,0,1
"439",0,1,0,0,0,1,0,0,0,1
"440",0,1,0,0,0,1,0,0,0,1
"441",0,1,0,0,0,1,0,0,0,1
"442",0,1,0,0,0,1,0,0,0,1
"443",0,1,0,0,0,1,0,0,0,1
"444",0,1,0,0,0,1,0,0,0,1
"445",0,0,1,0,0,1,0,0,0,1
"446",0,0,1,0,0,1,0,0,0,1
"447",0,0,1,0,0,1,0,0,0,1
"448",0,0,1,0,0,1,0,0,0,1
"449",0,0,1,0,0,1,0,0,0,1
"450",0,0,1,0,0,1,0,0,0,1
"451",0,0,1,0,0,1,0,0,0,1
"452",0,0,0,1,0,1,0,0,0,1
"453",0,0,0,1,0,1,0,0,0,1
"454",0,0,0,1,0,1,0,0,0,1
"455",0,0,0,1,0,1,0,0,0,1
"456",0,0,0,1,0,1,0,0,0,1
"457",0,0,0,1,0,1,0,0,0,1
"458",0,0,0,1,0,1,0,0,0,1
"459",0,0,0,1,0,1,0,0,0,1
"460",0,0,0,1,0,1,0,0,0,1
"461",0,0,0,1,0,1,0,0,0,1
"462",0,0,0,1,0,1,0,0,0,1
"463",0,0,0,1,0,1,0,0,0,1
"464",0,0,0,1,0,1,0,0,0,1
"465",0,0,0,1,0,1,0,0,0,1
"466",0,0,0,1,0,1,0,0,0,1
"467",0,0,0,1,0,1,0,0,0,1
"468",0,0,0,1,0,1,0,0,0,1
"469",0,0,0,1,0,1,0,0,0,1
"470",0,0,0,1,0,1,0,0,0,1
"471",0,0,0,1,0,1,0,0,0,1
"472",0,0,0,1,0,1,0,0,0,1
"473",0,0,0,1,0,1,0,0,0,1
"474",0,0,0,1,0,1,0,0,0,1
"475",0,0,0,1,0,1,0,0,0,1
"476",0,0,0,1,0,1,0,0,0,1
"477",0,0,0,1,0,1,0,0,0,1
"478",0,0,0,1,0,1,0,0,0,1
"479",0,0,0,1,0,1,0,0,0,1
"480",0,0,0,1,0,1,0,0,0,1
"481",0,0,0,1,0,1,0,0,0,1
"482",0,0,0,1,0,1,0,0,0,1
"483",0,0,0,1,0,1,0,0,0,1
"484",0,0,0,1,0,1,0,0,0,1
"485",0,0,0,1,0,1,0,0,0,1
"486",0,0,0,1,0,1,0,0,0,1
"487",0,0,0,1,0,1,0,0,0,1
"488",0,0,0,1,0,1,0,0,0,1
"489",0,0,0,1,0,1,0,0,0,1
"490",0,0,0,1,0,1,0,0,0,1
"491",0,0,0,1,0,1,0,0,0,1
"492",0,0,0,1,0,1,0,0,0,1
"493",0,0,0,1,0,1,0,0,0,1
"494",0,0,0,1,0,1,0,0,0,1
"495",0,0,0,1,0,1,0,0,0,1
"496",0,0,0,1,0,1,0,0,0,1
"497",0,0,0,1,0,1,0,0,0,1
"498",0,0,0,1,0,1,0,0,0,1
"499",0,0,0,1,0,1,0,0,0,1
"500",0,0,0,1,0,1,0,0,0,1
"501",0,0,0,1,0,1,0,0,0,1
"502",0,0,0,1,0,1,0,0,0,1
"503",0,0,0,1,0,1,0,0,0,1
"504",0,0,0,1,0,1,0,0,0,1
"505",0,0,0,1,0,1,0,0,0,1
"506",0,0,0,1,0,1,0,0,0,1
"507",0,0,0,1,0,1,0,0,0,1
"508",0,0,0,1,0,1,0,0,0,1
"509",0,0,0,1,0,1,0,0,0,1
"510",0,0,0,1,0,1,0,0,0,1
"511",0,0,0,1,0,1,0,0,0,1
"512",0,0,0,1,0,1,0,0,0,1
"513",0,0,0,1,0,1,0,0,0,1
"514",0,0,0,1,0,1,0,0,0,1
"515",0,0,0,1,0,1,0,0,0,1
"516",1,0,0,0,0,0,1,0,0,1
"517",1,0,0,0,0,0,1,0,0,1
"518",1,0,0,0,0,0,1,0,0,1
"519",1,0,0,0,0,0,1,0,0,1
"520",1,0,0,0,0,0,1,0,0,1
"521",0,1,0,0,0,0,1,0,0,1
"522",0,1,0,0,0,0,1,0,0,1
"523",0,1,0,0,0,0,1,0,0,1
"524",0,1,0,0,0,0,1,0,0,1
"525",0,1,0,0,0,0,1,0,0,1
"526",0,1,0,0,0,0,1,0,0,1
"527",0,1,0,0,0,0,1,0,0,1
"528",0,1,0,0,0,0,1,0,0,1
"529",0,1,0,0,0,0,1,0,0,1
"530",0,1,0,0,0,0,1,0,0,1
"531",0,1,0,0,0,0,1,0,0,1
"532",0,1,0,0,0,0,1,0,0,1
"533",0,1,0,0,0,0,1,0,0,1
"534",0,1,0,0,0,0,1,0,0,1
"535",0,1,0,0,0,0,1,0,0,1
"536",0,1,0,0,0,0,1,0,0,1
"537",0,1,0,0,0,0,1,0,0,1
"538",0,1,0,0,0,0,1,0,0,1
"539",0,1,0,0,0,0,1,0,0,1
"540",0,1,0,0,0,0,1,0,0,1
"541",0,1,0,0,0,0,1,0,0,1
"542",0,1,0,0,0,0,1,0,0,1
"543",0,1,0,0,0,0,1,0,0,1
"544",0,1,0,0,0,0,1,0,0,1
"545",0,1,0,0,0,0,1,0,0,1
"546",0,1,0,0,0,0,1,0,0,1
"547",0,1,0,0,0,0,1,0,0,1
"548",0,1,0,0,0,0,1,0,0,1
"549",0,1,0,0,0,0,1,0,0,1
"550",0,0,1,0,0,0,1,0,0,1
"551",0,0,1,0,0,0,1,0,0,1
"552",0,0,1,0,0,0,1,0,0,1
"553",0,0,1,0,0,0,1,0,0,1
"554",0,0,1,0,0,0,1,0,0,1
"555",0,0,1,0,0,0,1,0,0,1
"556",0,0,1,0,0,0,1,0,0,1
"557",0,0,0,1,0,0,1,0,0,1
"558",0,0,0,1,0,0,1,0,0,1
"559",0,0,0,1,0,0,1,0,0,1
"560",0,0,0,1,0,0,1,0,0,1
"561",0,0,0,1,0,0,1,0,0,1
"562",1,0,0,0,0,0,0,1,0,1
"563",1,0,0,0,0,0,0,1,0,1
"564",0,1,0,0,0,0,0,1,0,1
"565",0,1,0,0,0,0,0,1,0,1
"566",0,1,0,0,0,0,0,1,0,1
"567",0,1,0,0,0,0,0,1,0,1
"568",0,1,0,0,0,0,0,1,0,1
"569",0,1,0,0,0,0,0,1,0,1
"570",0,1,0,0,0,0,0,1,0,1
"571",0,1,0,0,0,0,0,1,0,1
"572",0,1,0,0,0,0,0,1,0,1
"573",0,1,0,0,0,0,0,1,0,1
"574",0,1,0,0,0,0,0,1,0,1
"575",0,1,0,0,0,0,0,1,0,1
"576",0,1,0,0,0,0,0,1,0,1
"577",0,1,0,0,0,0,0,1,0,1
"578",0,0,1,0,0,0,0,1,0,1
"579",0,0,1,0,0,0,0,1,0,1
"580",0,0,1,0,0,0,0,1,0,1
"581",0,0,1,0,0,0,0,1,0,1
"582",0,0,1,0,0,0,0,1,0,1
"583",0,0,1,0,0,0,0,1,0,1
"584",0,0,1,0,0,0,0,1,0,1
"585",0,0,0,1,0,0,0,1,0,1
"586",0,0,0,1,0,0,0,1,0,1
"587",0,0,0,1,0,0,0,1,0,1
"588",0,0,0,1,0,0,0,1,0,1
"589",0,0,0,1,0,0,0,1,0,1
"590",0,0,0,1,0,0,0,1,0,1
"591",0,0,0,1,0,0,0,1,0,1
"592",0,0,0,1,0,0,0,1,0,1
